qid,timeout,n_sample,n_reject,estimate,rel_ci,runtime
0,7000.0,352736.0,213919.0,79817.03439482578,0.007798,7.004228115081787
1,,,,,,0.0024459362030029297
2,,,,,,0.0014221668243408203
3,,,,,,0.0005371570587158203
4,,,,,,0.0005283355712890625
5,,,,,,0.0015838146209716797
6,,,,,,0.0005908012390136719
6,7000.0,540069.0,6467.0,10970.633294055651,0.00029,7.004211187362671
6,,,,,,0.001455545425415039
7,,,,,,0.0010752677917480469
7,7000.0,516998.0,93540.0,9401.072162584474,0.001067,7.0030059814453125
7,,,,,,0.00125885009765625
8,7000.0,552964.0,2808.0,173424.33591472762,0.000187,7.003109931945801
8,7000.0,30.0,2672057.0,593322.8600154112,0.357837,7.0031304359436035
8,7000.0,538049.0,291.0,303023.11209087196,6.2e-05,7.003114461898804
8,7000.0,36.0,2651158.0,717598.3203266151,0.326659,7.003178358078003
9,,,,,,0.002134084701538086
9,,,,,,0.0017957687377929688
9,,,,,,0.002239704132080078
9,,,,,,0.0019185543060302734
10,,,,,,0.0012042522430419922
10,,,,,,0.0009734630584716797
10,7000.0,204590.0,300244.0,32338.126128588803,0.008033,7.003267049789429
10,,,,,,0.0017437934875488281
11,,,,,,0.0010139942169189453
11,,,,,,0.0010075569152832031
11,7000.0,273644.0,247058.0,126339.52734385502,0.005845,7.00297212600708
11,,,,,,0.002141237258911133
12,,,,,,0.001043558120727539
12,,,,,,0.0012707710266113281
12,7000.0,126429.0,852939.0,23276.61073263574,0.017619,7.002894639968872
12,,,,,,0.001081228256225586
13,,,,,,0.0021293163299560547
13,,,,,,0.0013566017150878906
13,7000.0,1095.0,1231982.0,40.26811950916285,0.061735,7.002944469451904
13,,,,,,0.0013301372528076172
14,,,,,,0.0011136531829833984
14,,,,,,0.001920938491821289
14,7000.0,965222.0,0.0,79610.0,0.0,7.002965927124023
14,,,,,,0.0014243125915527344
15,,,,,,0.0019466876983642578
15,,,,,,0.0009908676147460938
